DmConnection;Connections;Connection;;;;;;;;;;
[NAME][100][1];[CHANNEL][101][1];[CHANNELUNIT][102][1];[PARAMS][103][1];;;;;;;;;
pbt-PCC-D-NOTKUEHLUNG_STOP;;Binary Tag;1;;Common_PLC-1;PCC; 6 in  Word DB459,DW12;0;;;;
pbt-PCC-D-NOTKUEHLUNG_WARNLAMPE-HORN_STOP;;Binary Tag;1;;Common_PLC-1;PCC; 7 in  Word DB459,DW12;0;;;;
pbt-PCC-U-AUSGLEICHSTANK_FUELLEN_AUTOBETR;;Binary Tag;1;;Common_PLC-1;PCC; 1 in  Word DB451,DW141;0;;;;
pbt-PCC-U-AUSGLEICHSTANK_FUELLVENTIL_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;PCC; 7 in  Word DB451,DW141;0;;;;
pbt-PCC-U-AUSGLEICHSTANK_FUELLVENTIL_OFFEN;;Binary Tag;1;;Common_PLC-1;PCC; 6 in  Word DB451,DW141;0;;;;
pbt-PCC-U-NOTKUEHLTANK_FUELLEN_AUTOBETR;;Binary Tag;1;;Common_PLC-1;PCC; 0 in  Word DB451,DW141;0;;;;
pbt-PCC-U-NOTKUEHLTANK_FUELLVENTIL_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;PCC; 5 in  Word DB451,DW141;0;;;;
pbt-PCC-U-NOTKUEHLTANK_FUELLVENTIL_OFFEN;;Binary Tag;1;;Common_PLC-1;PCC; 4 in  Word DB451,DW141;0;;;;
pbt-PCC-U-NOTKUEHLVENTIL_1_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;PCC; 1 in  Word DB450,DW141;0;;;;
pbt-PCC-U-NOTKUEHLVENTIL_1_OFFEN;;Binary Tag;1;;Common_PLC-1;PCC; 0 in  Word DB450,DW141;0;;;;
pbt-PCC-U-NOTKUEHLVENTIL_2_(ZUNDERKANAL_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;PCC;3 in  Word DB450,DW141;0;;;;
pbt-PCC-U-NOTKUEHLVENTIL_2_(ZUNDERKANAL_OFFEN;;Binary Tag;1;;Common_PLC-1;PCC;2 in  Word DB450,DW141;0;;;;
pbt-PCC-U-PRIMARKUHLUNG_BEREIT;;Binary Tag;1;;Common_PLC-1;PCC; 3 in  Word DB451,DW146;0;;;;
pbt-PCC-U-PUMPE_1_EIN;;Binary Tag;1;;Common_PLC-1;PCC; 0 in  Word DB451,DW140;0;;;;
pbt-PCC-U-PUMPE_1_VORORT;;Binary Tag;1;;Common_PLC-1;PCC; 1 in  Word DB451,DW140;0;;;;
pbt-PCC-U-PUMPE_1_WARTE;;Binary Tag;1;;Common_PLC-1;PCC; 2 in  Word DB451,DW140;0;;;;
pbt-PCC-U-PUMPE_2_EIN;;Binary Tag;1;;Common_PLC-1;PCC; 3 in  Word DB451,DW140;0;;;;
pbt-PCC-U-PUMPE_2_VORORT;;Binary Tag;1;;Common_PLC-1;PCC; 4 in  Word DB451,DW140;0;;;;
pbt-PCC-U-PUMPE_2_WARTE;;Binary Tag;1;;Common_PLC-1;PCC; 5 in  Word DB451,DW140;0;;;;
pbt-PCP-A-PUMPE_1_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCP; 0 in  Word DB451,DW21;0;;;;
pbt-PCP-A-PUMPE_2_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCP; 1 in  Word DB451,DW21;0;;;;
pbt-PCP-D-PUMPE_1_AUS;;Binary Tag;1;;Common_PLC-1;PCP;4 in  Word DB458,DW10;0;;;;
pbt-PCP-D-PUMPE_1_EIN;;Binary Tag;1;;Common_PLC-1;PCP;3 in  Word DB458,DW10;0;;;;
pbt-PCP-D-PUMPE_2_AUS;;Binary Tag;1;;Common_PLC-1;PCP;6 in  Word DB458,DW10;0;;;;
pbt-PCP-D-PUMPE_2_EIN;;Binary Tag;1;;Common_PLC-1;PCP;5 in  Word DB458,DW10;0;;;;
pbt-PCS-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_KOKILLE_STRANG_1;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB459,DW50;0;;;;
pbt-PCS-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_KOKILLE_STRANG_2;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB459,DW70;0;;;;
pbt-PCS-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_KOKILLE_STRANG_3;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB459,DW90;0;;;;
pbt-PCS-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_KOKILLE_STRANG_4;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB459,DW110;0;;;;
pbt-PCS-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_KOKILLE_STRANG_1;;Binary Tag;1;;Common_PLC-1;PCS; 1 in  Word DB458,DW50;0;;;;
pbt-PCS-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_KOKILLE_STRANG_2;;Binary Tag;1;;Common_PLC-1;PCS; 1 in  Word DB458,DW70;0;;;;
pbt-PCS-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_KOKILLE_STRANG_3;;Binary Tag;1;;Common_PLC-1;PCS; 1 in  Word DB458,DW90;0;;;;
pbt-PCS-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_KOKILLE_STRANG_4;;Binary Tag;1;;Common_PLC-1;PCS; 1 in  Word DB458,DW110;0;;;;
pbt-PCS-U-PRIMARKUHLUNG_DURCHFLUSS_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;PCS; 7 in  Word DB451,DW176;0;;;;
pbt-PCS-U-PRIMARKUHLUNG_DURCHFLUSS_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;PCS; 7 in  Word DB451,DW196;0;;;;
pbt-PCS-U-PRIMARKUHLUNG_DURCHFLUSS_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;PCS; 7 in  Word DB451,DW216;0;;;;
pbt-PCS-U-PRIMARKUHLUNG_DURCHFLUSS_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;PCS; 7 in  Word DB451,DW236;0;;;;
pbt-PCS-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_KOKILLE_STRANG_1;;Binary Tag;1;;Common_PLC-1;PCS;7 in  Word DB450,DW176;0;;;;
pbt-PCS-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_KOKILLE_STRANG_2;;Binary Tag;1;;Common_PLC-1;PCS;7 in  Word DB450,DW196;0;;;;
pbt-PCS-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_KOKILLE_STRANG_3;;Binary Tag;1;;Common_PLC-1;PCS;7 in  Word DB450,DW216;0;;;;
pbt-PCS-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_KOKILLE_STRANG_4;;Binary Tag;1;;Common_PLC-1;PCS;7 in  Word DB450,DW236;0;;;;
pbt-PCS-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_KOKILLE_STRANG_1;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB451,DW177;0;;;;
pbt-PCS-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_KOKILLE_STRANG_2;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB451,DW197;0;;;;
pbt-PCS-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_KOKILLE_STRANG_3;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB451,DW217;0;;;;
pbt-PCS-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_KOKILLE_STRANG_4;;Binary Tag;1;;Common_PLC-1;PCS; 4 in  Word DB451,DW237;0;;;;
pbt-PLC-M-FALSCHE_SOLLWERTEINGABE_COMMON_PLC;;Binary Tag;1;;Common_PLC-1;PLC; 4 in  Word DB451,DW26;0;;;;
pbt-PLC-M-FALSCHE_SOLLWERTEINGABE_PLC_STRANG_1;;Binary Tag;1;;Common_PLC-1;PLC; 2 in  Word DB451,DW59;0;;;;
pbt-PLC-M-FALSCHE_SOLLWERTEINGABE_PLC_STRANG_2;;Binary Tag;1;;Common_PLC-1;PLC; 2 in  Word DB451,DW79;0;;;;
pbt-PLC-M-FALSCHE_SOLLWERTEINGABE_PLC_STRANG_3;;Binary Tag;1;;Common_PLC-1;PLC; 2 in  Word DB451,DW99;0;;;;
pbt-PLC-M-FALSCHE_SOLLWERTEINGABE_PLC_STRANG_4;;Binary Tag;1;;Common_PLC-1;PLC; 2 in  Word DB451,DW119;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_NICHT_BETATIGT_STRANG_1;;Binary Tag;1;;Common_PLC-1;PLC; 6 in  Word DB451,DW171;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_NICHT_BETATIGT_STRANG_2;;Binary Tag;1;;Common_PLC-1;PLC; 6 in  Word DB451,DW191;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_NICHT_BETATIGT_STRANG_3;;Binary Tag;1;;Common_PLC-1;PLC; 6 in  Word DB451,DW211;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_NICHT_BETATIGT_STRANG_4;;Binary Tag;1;;Common_PLC-1;PLC; 6 in  Word DB451,DW231;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_UND_OS3_NICHT_BETATIGT_STRANG_1;;Binary Tag;1;;Common_PLC-1;PLC; 1 in  Word DB451,DW176;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_UND_OS3_NICHT_BETATIGT_STRANG_2;;Binary Tag;1;;Common_PLC-1;PLC; 1 in  Word DB451,DW196;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_UND_OS3_NICHT_BETATIGT_STRANG_4;;Binary Tag;1;;Common_PLC-1;PLC; 1 in  Word DB451,DW236;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS1_UNO_OS3_NICHT_BETATIGT_STRANG_3;;Binary Tag;1;;Common_PLC-1;PLC; 1 in  Word DB451,DW216;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS3_NICHT_BETATIGT_STRANG_1;;Binary Tag;1;;Common_PLC-1;PLC; 7 in  Word DB451,DW171;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS3_NICHT_BETATIGT_STRANG_2;;Binary Tag;1;;Common_PLC-1;PLC; 7 in  Word DB451,DW191;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS3_NICHT_BETATIGT_STRANG_3;;Binary Tag;1;;Common_PLC-1;PLC; 7 in  Word DB451,DW211;0;;;;
pbt-PLC-U-NOT-AUS_AUF_OS3_NICHT_BETATIGT_STRANG_4;;Binary Tag;1;;Common_PLC-1;PLC; 7 in  Word DB451,DW231;0;;;;
pbt-PLC-U-STEUERSYSTEME_OK_STRANG_1;;Binary Tag;1;;Common_PLC-1;PLC; 5 in  Word DB451,DW179;0;;;;
pbt-PLC-U-STEUERSYSTEME_OK_STRANG_2;;Binary Tag;1;;Common_PLC-1;PLC; 5 in  Word DB451,DW199;0;;;;
pbt-PLC-U-STEUERSYSTEME_OK_STRANG_3;;Binary Tag;1;;Common_PLC-1;PLC; 5 in  Word DB451,DW219;0;;;;
pbt-PLC-U-STEUERSYSTEME_OK_STRANG_4;;Binary Tag;1;;Common_PLC-1;PLC; 5 in  Word DB451,DW239;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-6_OK_STRANG_1;;Binary Tag;1;;Common_PLC-1;R_T; 0 in  Word DB451,DW175;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-6_OK_STRANG_2;;Binary Tag;1;;Common_PLC-1;R_T; 0 in  Word DB451,DW195;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-6_OK_STRANG_3;;Binary Tag;1;;Common_PLC-1;R_T; 0 in  Word DB451,DW215;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-6_OK_STRANG_4;;Binary Tag;1;;Common_PLC-1;R_T; 0 in  Word DB451,DW235;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-8_OK_STRANG_1;;Binary Tag;1;;Common_PLC-1;R_T; 3 in  Word DB451,DW179;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-8_OK_STRANG_2;;Binary Tag;1;;Common_PLC-1;R_T; 3 in  Word DB451,DW199;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-8_OK_STRANG_3;;Binary Tag;1;;Common_PLC-1;R_T; 3 in  Word DB451,DW219;0;;;;
pbt-R_T-U-AUSLAUFROLLGANGE_1-8_OK_STRANG_4;;Binary Tag;1;;Common_PLC-1;R_T; 3 in  Word DB451,DW239;0;;;;
pbt-R_T-U-ROLLGANGS_BA_SCHALTER_OS3_AUF_AUTOMATIK_STRANG_1;;Binary Tag;1;;Common_PLC-1;R_T;5 in  Word DB450,DW176;0;;;;
pbt-R_T-U-ROLLGANGS_BA_SCHALTER_OS3_AUF_AUTOMATIK_STRANG_2;;Binary Tag;1;;Common_PLC-1;R_T;5 in  Word DB450,DW196;0;;;;
pbt-R_T-U-ROLLGANGS_BA_SCHALTER_OS3_AUF_AUTOMATIK_STRANG_3;;Binary Tag;1;;Common_PLC-1;R_T;5 in  Word DB450,DW216;0;;;;
pbt-R_T-U-ROLLGANGS_BA_SCHALTER_OS3_AUF_AUTOMATIK_STRANG_4;;Binary Tag;1;;Common_PLC-1;R_T;5 in  Word DB450,DW236;0;;;;
pbt-RTR-U-ENTNAHME_RG_1_BEREIT;;Binary Tag;1;;Common_PLC-1;RTR; 1 in  Word DB451,DW151;0;;;;
pbt-RTR-U-ENTNAHME_RG_21_BEREIT;;Binary Tag;1;;Common_PLC-1;RTR; 3 in  Word DB451,DW151;0;;;;
pbt-RTR-U-ENTNAHME_RG_22_BEREIT;;Binary Tag;1;;Common_PLC-1;RTR; 4 in  Word DB451,DW151;0;;;;
pbt-RTR-U-ENTNAHMERG_EIN;;Binary Tag;1;;Common_PLC-1;RTR; 2 in  Word DB451,DW151;0;;;;
pbt-SCA-A-LUFTKOMPRESSOR_1_SUMMENSTOERUNG;;Binary Tag;1;;Common_PLC-1;SCA;4 in  Word DB450,DW23;0;;;;
pbt-SCA-A-LUFTKOMPRESSOR_2_SUMMENSTOERUNG;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW23;0;;;;
pbt-SCA-A-VENTIL_LUFTLEITUNG_OFFEN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW55;0;;;;
pbt-SCA-A-VENTIL_LUFTLEITUNG_OFFEN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW75;0;;;;
pbt-SCA-A-VENTIL_LUFTLEITUNG_OFFEN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW95;0;;;;
pbt-SCA-A-VENTIL_LUFTLEITUNG_OFFEN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW115;0;;;;
pbt-SCA-D-SEKLUFTKOMRESSOR_1_START;;Binary Tag;1;;Common_PLC-1;SCA; 0 in  Word DB459,DW13;0;;;;
pbt-SCA-D-SEKLUFTKOMRESSOR_1_STOP;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB459,DW13;0;;;;
pbt-SCA-D-SEKLUFTKOMRESSOR_2_START;;Binary Tag;1;;Common_PLC-1;SCA; 2 in  Word DB459,DW13;0;;;;
pbt-SCA-D-SEKLUFTKOMRESSOR_2_STOP;;Binary Tag;1;;Common_PLC-1;SCA; 3 in  Word DB459,DW13;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO2_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB459,DW50;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO2_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB459,DW70;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO2_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB459,DW90;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO2_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB459,DW110;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB459,DW50;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB459,DW70;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB459,DW90;0;;;;
pbt-SCA-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_LUFT_ZO3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB459,DW110;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO2_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA;2 in  Word DB458,DW50;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO2_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA;2 in  Word DB458,DW70;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO2_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA;2 in  Word DB458,DW90;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO2_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA;2 in  Word DB458,DW110;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA;3 in  Word DB458,DW50;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA;3 in  Word DB458,DW70;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA;3 in  Word DB458,DW90;0;;;;
pbt-SCA-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_LUFT_ZO3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA;3 in  Word DB458,DW110;0;;;;
pbt-SCA-M-VENTIL_HAUPTLEITUNG_OFFEN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB450,DW65;0;;;;
pbt-SCA-M-VENTIL_HAUPTLEITUNG_OFFEN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB450,DW85;0;;;;
pbt-SCA-M-VENTIL_HAUPTLEITUNG_OFFEN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB450,DW105;0;;;;
pbt-SCA-M-VENTIL_HAUPTLEITUNG_OFFEN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB450,DW125;0;;;;
pbt-SCA-U-HAUPTLEITUNG_LUFT_DRUCK_NICHT_OK;;Binary Tag;1;;Common_PLC-1;SCA;3 in  Word DB450,DW142;0;;;;
pbt-SCA-U-LUFTKOMPRESSOR_1_RM_EIN;;Binary Tag;1;;Common_PLC-1;SCA;4 in  Word DB450,DW142;0;;;;
pbt-SCA-U-LUFTKOMPRESSOR_2_RM_EIN;;Binary Tag;1;;Common_PLC-1;SCA;5 in  Word DB450,DW142;0;;;;
pbt-SCA-U-SEKUNDAERKUEHLUNG_BEREIT_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCA;6 in  Word DB450,DW176;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO2_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 0 in  Word DB451,DW177;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO2_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 0 in  Word DB451,DW197;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO2_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 0 in  Word DB451,DW217;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO2_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 0 in  Word DB451,DW237;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB451,DW177;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB451,DW197;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB451,DW217;0;;;;
pbt-SCA-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_LUFT_ZO3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 1 in  Word DB451,DW237;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO2_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB451,DW177;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO2_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB451,DW197;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO2_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB451,DW217;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO2_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 5 in  Word DB451,DW237;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB451,DW177;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB451,DW197;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB451,DW217;0;;;;
pbt-SCA-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_LUFT_ZO3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCA; 6 in  Word DB451,DW237;0;;;;
pbt-SCC-A-NOTKUEHLTANK_FUELLVENTIL_STOERUNG;;Binary Tag;1;;Common_PLC-1;SCC;3 in  Word DB450,DW22;0;;;;
pbt-SCC-A-NOTKUEHLVENTIL_STOERUNG;;Binary Tag;1;;Common_PLC-1;SCC;4 in  Word DB450,DW22;0;;;;
pbt-SCC-D-NOTKUEHLTANK_FUELLVENTIL_AUF;;Binary Tag;1;;Common_PLC-1;SCC; 0 in  Word DB458,DW12;0;;;;
pbt-SCC-D-NOTKUEHLTANK_FUELLVENTIL_AUTO;;Binary Tag;1;;Common_PLC-1;SCC;2 in  Word DB458,DW12;0;;;;
pbt-SCC-D-NOTKUEHLTANK_FUELLVENTIL_HAND;;Binary Tag;1;;Common_PLC-1;SCC;3 in  Word DB458,DW12;0;;;;
pbt-SCC-D-NOTKUEHLTANK_FUELLVENTIL_ZU;;Binary Tag;1;;Common_PLC-1;SCC; 1 in  Word DB458,DW12;0;;;;
pbt-SCC-D-NOTKUEHLUNG_START;;Binary Tag;1;;Common_PLC-1;SCC;4 in  Word DB458,DW12;0;;;;
pbt-SCC-D-NOTKUEHLUNG_STOP;;Binary Tag;1;;Common_PLC-1;SCC;5 in  Word DB458,DW12;0;;;;
pbt-SCC-U-HAUPTLEITUNG_DRUCK_OK;;Binary Tag;1;;Common_PLC-1;SCC; 3 in  Word DB451,DW142;0;;;;
pbt-SCC-U-NOTKUEHLLEITUNG_NICHT_OFFEN;;Binary Tag;1;;Common_PLC-1;SCC; 1 in  Word DB450,DW142;0;;;;
pbt-SCC-U-NOTKUEHLTANK_FUELLVENTIL_AUTOBETR;;Binary Tag;1;;Common_PLC-1;SCC;4 in  Word DB450,DW141;0;;;;
pbt-SCC-U-NOTKUEHLTANK_FUELLVENTIL_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;SCC;6 in  Word DB450,DW141;0;;;;
pbt-SCC-U-NOTKUEHLTANK_FUELLVENTIL_OFFEN;;Binary Tag;1;;Common_PLC-1;SCC;5 in  Word DB450,DW141;0;;;;
pbt-SCC-U-NOTKUEHLVENTIL_GESCHLOSSEN;;Binary Tag;1;;Common_PLC-1;SCC; 0 in  Word DB451,DW142;0;;;;
pbt-SCC-U-NOTKUEHLVENTIL_OFFEN;;Binary Tag;1;;Common_PLC-1;SCC;7 in  Word DB450,DW141;0;;;;
pbt-SCC-U-RUECKSPUELFILTER_BYPASSLEITUNG_ZU;;Binary Tag;1;;Common_PLC-1;SCC; 1 in  Word DB451,DW142;0;;;;
pbt-SCC-U-RUECKSPUELFILTER_NICHT_VERLEGT;;Binary Tag;1;;Common_PLC-1;SCC; 7 in  Word DB451,DW142;0;;;;
pbt-SCC-U-SEKUNDAR_KUHLUNG_BEREIT_ALLGEMEIN;;Binary Tag;1;;Common_PLC-1;SCC;5 in  Word DB450,DW146;0;;;;
pbt-SCC-U-SEKUNDAR_KUHLUNG_LUFT_BEREIT_ALLGEMEIN;;Binary Tag;1;;Common_PLC-1;SCC;6 in  Word DB450,DW146;0;;;;
pbt-SCC-U-SIEBFILTER_BYPASSLEITUNG_ZU;;Binary Tag;1;;Common_PLC-1;SCC; 2 in  Word DB451,DW142;0;;;;
pbt-SCC-U-SIEBFILTER_NICHT_VERLEGT;;Binary Tag;1;;Common_PLC-1;SCC; 0 in  Word DB450,DW142;0;;;;
pbt-SCC-U-VORLAUFTEMPEERATUR_OK;;Binary Tag;1;;Common_PLC-1;SCC; 4 in  Word DB451,DW142;0;;;;
pbt-SCC-U-ZUNDERSPUELUNG_KLAPPE_OFFEN;;Binary Tag;1;;Common_PLC-1;SCC; 5 in  Word DB451,DW142;0;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;2 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;2 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;2 in  Word DB450,DW237;0;;;;
