DmConnection;Connections;Connection;;;;;;;;;;
[NAME][100][1];[CHANNEL][101][1];[CHANNELUNIT][102][1];[PARAMS][103][1];;;;;;;;;
pbt-LUB-D-SYSTEM_2_AUS;;Binary Tag;1;;Common_PLC-1;LUB; 3 in  Word DB459,DW11;0;;;;
pbt-LUB-D-SYSTEM_2_AUTO;;Binary Tag;1;;Common_PLC-1;LUB; 1 in  Word DB458,DW11;0;;;;
pbt-LUB-D-SYSTEM_2_EIN;;Binary Tag;1;;Common_PLC-1;LUB; 2 in  Word DB459,DW11;0;;;;
pbt-LUB-D-SYSTEM_2_HAND;;Binary Tag;1;;Common_PLC-1;LUB; 0 in  Word DB458,DW11;0;;;;
pbt-LUB-D-SYSTEM_3_AUS;;Binary Tag;1;;Common_PLC-1;LUB; 5 in  Word DB459,DW11;0;;;;
pbt-LUB-D-SYSTEM_3_AUTO;;Binary Tag;1;;Common_PLC-1;LUB;3 in  Word DB458,DW11;0;;;;
pbt-LUB-D-SYSTEM_3_EIN;;Binary Tag;1;;Common_PLC-1;LUB; 4 in  Word DB459,DW11;0;;;;
pbt-LUB-D-SYSTEM_3_HAND;;Binary Tag;1;;Common_PLC-1;LUB;2 in  Word DB458,DW11;0;;;;
pbt-LUB-U-FETTSYSTEME_1-2-3_BEREIT;;Binary Tag;1;;Common_PLC-1;LUB; 1 in  Word DB451,DW146;0;;;;
pbt-LUB-U-SCHMIER_4_QUERTR_ANSPEIS_OK;;Binary Tag;1;;Common_PLC-1;LUB; 5 in  Word DB451,DW151;0;;;;
pbt-LUB-U-SCHMIERSYS_4_QUERTR_EIN;;Binary Tag;1;;Common_PLC-1;LUB; 6 in  Word DB451,DW151;0;;;;
pbt-LUB-U-SYSTEM_1_EIN;;Binary Tag;1;;Common_PLC-1;LUB; 0 in  Word DB450,DW140;0;;;;
pbt-LUB-U-SYSTEM_1_HANDBETR;;Binary Tag;1;;Common_PLC-1;LUB;3 in  Word DB450,DW140;0;;;;
pbt-LUB-U-SYSTEM_2_EIN;;Binary Tag;1;;Common_PLC-1;LUB; 1 in  Word DB450,DW140;0;;;;
pbt-LUB-U-SYSTEM_2_HANDBETR;;Binary Tag;1;;Common_PLC-1;LUB;4 in  Word DB450,DW140;0;;;;
pbt-LUB-U-SYSTEM_3_EIN;;Binary Tag;1;;Common_PLC-1;LUB;2 in  Word DB450,DW140;0;;;;
pbt-LUB-U-SYSTEM_3_HANDBETR;;Binary Tag;1;;Common_PLC-1;LUB;5 in  Word DB450,DW140;0;;;;
pbt-M_C-A-MASCHKUEHLUNG_DRUCK_BSM_BAHN_NICHT_OK;;Binary Tag;1;;Common_PLC-1;M_C; 1 in  Word DB451,DW24;0;;;;
pbt-M_C-A-MASCHKUEHLUNG_VENTILE_STOERUNG;;Binary Tag;1;;Common_PLC-1;M_C;7 in  Word DB450,DW23;0;;;;
pbt-M_C-D-MASCHKUEHLUNG_ALLGEMVENTHAUPLTG_ZU;;Binary Tag;1;;Common_PLC-1;M_C; 5 in  Word DB459,DW13;0;;;;
pbt-M_C-D-MASCHKUEHLUNG_ALLGEMVENTHAUPLTGAUF;;Binary Tag;1;;Common_PLC-1;M_C; 4 in  Word DB459,DW13;0;;;;
pbt-M_C-U-MASCHINEN_KLG_DRUCK_STRANG_1_OK;;Binary Tag;1;;Common_PLC-1;M_C; 0 in  Word DB451,DW176;0;;;;
pbt-M_C-U-MASCHINEN_KLG_DRUCK_STRANG_2_OK;;Binary Tag;1;;Common_PLC-1;M_C; 0 in  Word DB451,DW196;0;;;;
pbt-M_C-U-MASCHINEN_KLG_DRUCK_STRANG_3_OK;;Binary Tag;1;;Common_PLC-1;M_C; 0 in  Word DB451,DW216;0;;;;
pbt-M_C-U-MASCHINEN_KLG_DRUCK_STRANG_4_OK;;Binary Tag;1;;Common_PLC-1;M_C; 0 in  Word DB451,DW236;0;;;;
pbt-M_C-U-MASCHINENKUHLUNG_BEREIT;;Binary Tag;1;;Common_PLC-1;M_C; 2 in  Word DB451,DW146;0;;;;
pbt-M_C-U-MASCHKUEHL_DRUCK_BSM_OK;;Binary Tag;1;;Common_PLC-1;M_C; 4 in  Word DB451,DW143;0;;;;
pbt-M_C-U-MASCHKUEHL_DRUCK_HAUPTLEITUNG_OK;;Binary Tag;1;;Common_PLC-1;M_C; 2 in  Word DB451,DW143;0;;;;
pbt-M_C-U-MASCHKUEHLDRUCK_BSM_BAHN_OK;;Binary Tag;1;;Common_PLC-1;M_C; 3 in  Word DB451,DW143;0;;;;
pbt-M_C-U-MASCHKUEHLVENTIL_OFFEN;;Binary Tag;1;;Common_PLC-1;M_C; 0 in  Word DB451,DW143;0;;;;
pbt-M_C-U-MASCHKUEHLVENTIL_ZU;;Binary Tag;1;;Common_PLC-1;M_C; 1 in  Word DB451,DW143;0;;;;
pbt-M_C-U-ROLLGANGS_BA_SCHALTER_OS3_AUF_AUTOMATIK_STRANG_4;;Binary Tag;1;;Common_PLC-1;M_C;5 in  Word DB450,DW236;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM1_STRANG_1;;Binary Tag;1;;Common_PLC-1;MCB;2 in  Word DB450,DW176;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM1_STRANG_2;;Binary Tag;1;;Common_PLC-1;MCB;2 in  Word DB450,DW196;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM1_STRANG_3;;Binary Tag;1;;Common_PLC-1;MCB;2 in  Word DB450,DW216;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM1_STRANG_4;;Binary Tag;1;;Common_PLC-1;MCB;2 in  Word DB450,DW236;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM2-3_STRANG_1;;Binary Tag;1;;Common_PLC-1;MCB;3 in  Word DB450,DW176;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM2-3_STRANG_2;;Binary Tag;1;;Common_PLC-1;MCB;3 in  Word DB450,DW196;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM2-3_STRANG_3;;Binary Tag;1;;Common_PLC-1;MCB;3 in  Word DB450,DW216;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_SEGM2-3_STRANG_4;;Binary Tag;1;;Common_PLC-1;MCB;3 in  Word DB450,DW236;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_TREIBER1-6_STRANG_1;;Binary Tag;1;;Common_PLC-1;MCB;4 in  Word DB450,DW176;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_TREIBER1-6_STRANG_2;;Binary Tag;1;;Common_PLC-1;MCB;4 in  Word DB450,DW196;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_TREIBER1-6_STRANG_3;;Binary Tag;1;;Common_PLC-1;MCB;4 in  Word DB450,DW216;0;;;;
pbt-MCB-U-ROLLENINNENKLG_DURCHFL_OK_TREIBER1-6_STRANG_4;;Binary Tag;1;;Common_PLC-1;MCB;4 in  Word DB450,DW236;0;;;;
pbt-MCB-U-ROLLENINNENKUEHLUNG_BEREIT_STRANG_2;;Binary Tag;1;;Common_PLC-1;MCB; 4 in  Word DB451,DW199;0;;;;
pbt-MCB-U-ROLLENINNENKUEHLUNG_BEREIT_STRANG_3;;Binary Tag;1;;Common_PLC-1;MCB; 4 in  Word DB451,DW219;0;;;;
pbt-MCB-U-ROLLENINNENKUEHLUNG_BEREIT_STRANG_4;;Binary Tag;1;;Common_PLC-1;MCB; 4 in  Word DB451,DW239;0;;;;
pbt-MCB-U-ROLLENINNENKUHLUNG_BEREIT_STRANG_1;;Binary Tag;1;;Common_PLC-1;MCB; 4 in  Word DB451,DW179;0;;;;
pbt-MHB-A-HYDSPEISEDRUCK_MIN;;Binary Tag;1;;Common_PLC-1;MHB; 2 in  Word DB451,DW11;0;;;;
pbt-MHB-A-HYDSPEISEFILTER_VERLEGT;;Binary Tag;1;;Common_PLC-1;MHB; 3 in  Word DB451,DW11;0;;;;
pbt-MHB-A-HYDSPEISEP1_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHB; 0 in  Word DB451,DW11;0;;;;
pbt-MHB-A-HYDSPEISEP2_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHB; 1 in  Word DB451,DW11;0;;;;
pbt-MHB-U-PUMPE_1_AUTO_BEREITSCHAFT;;Binary Tag;1;;Common_PLC-1;MHB; 7 in  Word DB451,DW131;0;;;;
pbt-MHB-U-PUMPE_1_AUTO_GRUNDLAST;;Binary Tag;1;;Common_PLC-1;MHB; 6 in  Word DB451,DW131;0;;;;
pbt-MHB-U-PUMPE_1_VORORT;;Binary Tag;1;;Common_PLC-1;MHB; 5 in  Word DB451,DW131;0;;;;
pbt-MHB-U-PUMPE_2_AUTO_BEREITSCHAFT;;Binary Tag;1;;Common_PLC-1;MHB;2 in  Word DB450,DW131;0;;;;
pbt-MHB-U-PUMPE_2_AUTO_GRUNDLAST;;Binary Tag;1;;Common_PLC-1;MHB; 1 in  Word DB450,DW131;0;;;;
pbt-MHB-U-PUMPE_2_VORORT;;Binary Tag;1;;Common_PLC-1;MHB; 0 in  Word DB450,DW131;0;;;;
pbt-MHB-U-SAUGLEITUNG_1_OFFEN;;Binary Tag;1;;Common_PLC-1;MHB; 3 in  Word DB451,DW131;0;;;;
pbt-MHB-U-SAUGLEITUNG_2_OFFEN;;Binary Tag;1;;Common_PLC-1;MHB; 4 in  Word DB451,DW131;0;;;;
pbt-MHB-U-SPEISEP_1_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHB; 0 in  Word DB451,DW131;0;;;;
pbt-MHB-U-SPEISEP_2_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHB; 1 in  Word DB451,DW131;0;;;;
pbt-MHP-A-HYD_VERSORGUNGSDRUCK_MIN;;Binary Tag;1;;Common_PLC-1;MHP; 0 in  Word DB450,DW11;0;;;;
pbt-MHP-A-HYDDRUCKP1_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHP; 5 in  Word DB451,DW11;0;;;;
pbt-MHP-A-HYDDRUCKP2_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHP; 6 in  Word DB451,DW11;0;;;;
pbt-MHP-A-HYDDRUCKP3_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHP; 7 in  Word DB451,DW11;0;;;;
pbt-MHP-A-HYDSTEUERFILTER_VERLEGT;;Binary Tag;1;;Common_PLC-1;MHP;2 in  Word DB450,DW11;0;;;;
pbt-MHP-A-HYDVERSORGUNGSDRUCK_MINMIN;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW11;0;;;;
pbt-MHP-U-DRUCKP1_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHP;4 in  Word DB450,DW131;0;;;;
pbt-MHP-U-DRUCKP2_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW131;0;;;;
pbt-MHP-U-DRUCKP3_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHP;6 in  Word DB450,DW131;0;;;;
pbt-MHP-U-HAUPTHYDRAULIK_SYSTEMDRUCK_OK_STRANG_1;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW175;0;;;;
pbt-MHP-U-HAUPTHYDRAULIK_SYSTEMDRUCK_OK_STRANG_2;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW195;0;;;;
pbt-MHP-U-HAUPTHYDRAULIK_SYSTEMDRUCK_OK_STRANG_3;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW215;0;;;;
pbt-MHP-U-HAUPTHYDRAULIK_SYSTEMDRUCK_OK_STRANG_4;;Binary Tag;1;;Common_PLC-1;MHP;5 in  Word DB450,DW235;0;;;;
pbt-MHP-U-PUMPE_1_AUTO_BEREITSCHAFT;;Binary Tag;1;;Common_PLC-1;MHP; 5 in  Word DB451,DW132;0;;;;
pbt-MHP-U-PUMPE_1_AUTO_GRUNDLAST;;Binary Tag;1;;Common_PLC-1;MHP; 4 in  Word DB451,DW132;0;;;;
pbt-MHP-U-PUMPE_1_VORORT;;Binary Tag;1;;Common_PLC-1;MHP; 3 in  Word DB451,DW132;0;;;;
pbt-MHP-U-PUMPE_2_AUTO_BEREITSCHAFT;;Binary Tag;1;;Common_PLC-1;MHP; 0 in  Word DB450,DW132;0;;;;
pbt-MHP-U-PUMPE_2_AUTO_GRUNDLAST;;Binary Tag;1;;Common_PLC-1;MHP; 7 in  Word DB451,DW132;0;;;;
pbt-MHP-U-PUMPE_2_VORORT;;Binary Tag;1;;Common_PLC-1;MHP; 6 in  Word DB451,DW132;0;;;;
pbt-MHP-U-PUMPE_3_AUTO_BEREITSCHAFT;;Binary Tag;1;;Common_PLC-1;MHP;3 in  Word DB450,DW132;0;;;;
pbt-MHP-U-PUMPE_3_AUTO_GRUNDLAST;;Binary Tag;1;;Common_PLC-1;MHP;2 in  Word DB450,DW132;0;;;;
pbt-MHP-U-PUMPE_3_VORORT;;Binary Tag;1;;Common_PLC-1;MHP; 1 in  Word DB450,DW132;0;;;;
pbt-MHP-U-SAUGLEITUNG_1_OFFEN;;Binary Tag;1;;Common_PLC-1;MHP; 0 in  Word DB451,DW132;0;;;;
pbt-MHP-U-SAUGLEITUNG_2_OFFEN;;Binary Tag;1;;Common_PLC-1;MHP; 1 in  Word DB451,DW132;0;;;;
pbt-MHP-U-SAUGLEITUNG_3_OFFEN;;Binary Tag;1;;Common_PLC-1;MHP; 2 in  Word DB451,DW132;0;;;;
pbt-MHS-A-HYDBEFUELLSTATION_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHS; 4 in  Word DB451,DW10;0;;;;
pbt-MHS-U-HYDBEFUELLPUMPE_RM_EIN;;Binary Tag;1;;Common_PLC-1;MHS; 5 in  Word DB451,DW130;0;;;;
pbt-MHT-A-HYDTANK_HEIZUNG_STOERUNG;;Binary Tag;1;;Common_PLC-1;MHT;4 in  Word DB450,DW10;0;;;;
pbt-MHT-A-HYDTANK_NIVEAU_MIN;;Binary Tag;1;;Common_PLC-1;MHT;2 in  Word DB450,DW10;0;;;;
pbt-MHT-A-HYDTANK_NIVEAU_TROCKENLAUF;;Binary Tag;1;;Common_PLC-1;MHT;3 in  Word DB450,DW10;0;;;;
pbt-MHT-A-HYDTANK_TEMP_MAX;;Binary Tag;1;;Common_PLC-1;MHT;6 in  Word DB450,DW10;0;;;;
pbt-MHT-A-HYDTANK_TEMP_MIN;;Binary Tag;1;;Common_PLC-1;MHT;5 in  Word DB450,DW10;0;;;;
pbt-MHT-U-HEIZUNG_EIN;;Binary Tag;1;;Common_PLC-1;MHT;6 in  Word DB450,DW130;0;;;;
pbt-MHT-U-HYDTANK_BEREIT;;Binary Tag;1;;Common_PLC-1;MHT;7 in  Word DB450,DW130;0;;;;
pbt-OMO-U-BA_EINFAHREN_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 1 in  Word DB451,DW175;0;;;;
pbt-OMO-U-BA_EINFAHREN_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 1 in  Word DB451,DW195;0;;;;
pbt-OMO-U-BA_EINFAHREN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 1 in  Word DB451,DW215;0;;;;
pbt-OMO-U-BA_EINFAHREN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 1 in  Word DB451,DW235;0;;;;
pbt-OMO-U-BA_GIESSEN_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 2 in  Word DB451,DW175;0;;;;
pbt-OMO-U-BA_GIESSEN_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 2 in  Word DB451,DW195;0;;;;
pbt-OMO-U-BA_GIESSEN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 2 in  Word DB451,DW215;0;;;;
pbt-OMO-U-BA_GIESSEN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 2 in  Word DB451,DW235;0;;;;
pbt-OMO-U-BA_GIESSENDE_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 3 in  Word DB451,DW175;0;;;;
pbt-OMO-U-BA_GIESSENDE_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 3 in  Word DB451,DW195;0;;;;
pbt-OMO-U-BA_GIESSENDE_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 3 in  Word DB451,DW215;0;;;;
pbt-OMO-U-BA_GIESSENDE_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 3 in  Word DB451,DW235;0;;;;
pbt-OMO-U-BA_SCHALTER_OS1_AUF_KS-EINFAHREN_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 6 in  Word DB451,DW175;0;;;;
pbt-OMO-U-BA_SCHALTER_OS1_AUF_KS-EINFAHREN_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 6 in  Word DB451,DW195;0;;;;
pbt-OMO-U-BA_SCHALTER_OS1_AUF_KS-EINFAHREN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 6 in  Word DB451,DW215;0;;;;
pbt-OMO-U-BA_SCHALTER_OS1_AUF_KS-EINFAHREN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 6 in  Word DB451,DW235;0;;;;
pbt-OMO-U-BA_TIPPEN_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 7 in  Word DB451,DW175;0;;;;
pbt-OMO-U-BA_TIPPEN_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 7 in  Word DB451,DW195;0;;;;
pbt-OMO-U-BA_TIPPEN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 7 in  Word DB451,DW215;0;;;;
pbt-OMO-U-BA_TIPPEN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 7 in  Word DB451,DW235;0;;;;
pbt-OMO-U-BETRIEBSARTENSCHALTER_AUF_GIESSEN_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO; 0 in  Word DB450,DW175;0;;;;
pbt-OMO-U-BETRIEBSARTENSCHALTER_AUF_GIESSEN_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO; 0 in  Word DB450,DW195;0;;;;
pbt-OMO-U-BETRIEBSARTENSCHALTER_AUF_GIESSEN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO; 0 in  Word DB450,DW215;0;;;;
pbt-OMO-U-BETRIEBSARTENSCHALTER_AUF_GIESSEN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO; 0 in  Word DB450,DW235;0;;;;
pbt-OMO-U-GIESSBEREIT_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO;4 in  Word DB450,DW175;0;;;;
pbt-OMO-U-GIESSBEREIT_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO;4 in  Word DB450,DW195;0;;;;
pbt-OMO-U-GIESSBEREIT_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO;4 in  Word DB450,DW215;0;;;;
pbt-OMO-U-GIESSBEREIT_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO;4 in  Word DB450,DW235;0;;;;
pbt-OMO-U-KS-EINFAHREN_ALLE_VORBEDINGUNGEN_ERFUELLT_STRANG_4;;Binary Tag;1;;Common_PLC-1;OMO;7 in  Word DB450,DW235;0;;;;
pbt-OMO-U-KS-EINFAHREN_ALLE_VORBEDINGUNGEN_ERFULLT_STRANG_1;;Binary Tag;1;;Common_PLC-1;OMO;7 in  Word DB450,DW175;0;;;;
pbt-OMO-U-KS-EINFAHREN_ALLE_VORBEDINGUNGEN_ERFULLT_STRANG_2;;Binary Tag;1;;Common_PLC-1;OMO;7 in  Word DB450,DW195;0;;;;
pbt-OMO-U-KS-EINFAHREN_ALLE_VORBEDINGUNGEN_ERFULLT_STRANG_3;;Binary Tag;1;;Common_PLC-1;OMO;7 in  Word DB450,DW215;0;;;;
pbt-OSZ-A-OSZILLATION_STOERUNG_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ;4 in  Word DB450,DW115;0;;;;
pbt-OSZ-A-OSZILLATION_STORUNG_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ;4 in  Word DB450,DW55;0;;;;
pbt-OSZ-A-OSZILLATION_STORUNG_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ;4 in  Word DB450,DW75;0;;;;
pbt-OSZ-A-OSZILLATION_STORUNG_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ;4 in  Word DB450,DW95;0;;;;
pbt-OSZ-D-OSZILLATION_BA_HAND_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 0 in  Word DB459,DW50;0;;;;
pbt-OSZ-D-OSZILLATION_BA_HAND_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 0 in  Word DB459,DW70;0;;;;
pbt-OSZ-D-OSZILLATION_BA_HAND_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 0 in  Word DB459,DW90;0;;;;
pbt-OSZ-D-OSZILLATION_BA_HAND_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 0 in  Word DB459,DW110;0;;;;
pbt-OSZ-D-OSZILLATION_BA_LEVEL1_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 1 in  Word DB459,DW50;0;;;;
pbt-OSZ-D-OSZILLATION_BA_LEVEL1_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 1 in  Word DB459,DW70;0;;;;
pbt-OSZ-D-OSZILLATION_BA_LEVEL1_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 1 in  Word DB459,DW90;0;;;;
pbt-OSZ-D-OSZILLATION_BA_LEVEL1_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 1 in  Word DB459,DW110;0;;;;
pbt-OSZ-U-OSZILLATION_AUS_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 2 in  Word DB451,DW176;0;;;;
pbt-OSZ-U-OSZILLATION_AUS_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 2 in  Word DB451,DW196;0;;;;
pbt-OSZ-U-OSZILLATION_AUS_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 2 in  Word DB451,DW216;0;;;;
pbt-OSZ-U-OSZILLATION_AUS_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 2 in  Word DB451,DW236;0;;;;
pbt-OSZ-U-OSZILLATION_BA_HAND_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 4 in  Word DB451,DW176;0;;;;
pbt-OSZ-U-OSZILLATION_BA_HAND_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 4 in  Word DB451,DW196;0;;;;
pbt-OSZ-U-OSZILLATION_BA_HAND_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 4 in  Word DB451,DW216;0;;;;
pbt-OSZ-U-OSZILLATION_BA_HAND_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 4 in  Word DB451,DW236;0;;;;
pbt-OSZ-U-OSZILLATION_BA_LEVEL1_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 5 in  Word DB451,DW176;0;;;;
pbt-OSZ-U-OSZILLATION_BA_LEVEL1_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 5 in  Word DB451,DW196;0;;;;
pbt-OSZ-U-OSZILLATION_BA_LEVEL1_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 5 in  Word DB451,DW216;0;;;;
pbt-OSZ-U-OSZILLATION_BA_LEVEL1_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 5 in  Word DB451,DW236;0;;;;
pbt-OSZ-U-OSZILLATION_E_I_N_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 3 in  Word DB451,DW176;0;;;;
pbt-OSZ-U-OSZILLATION_E_I_N_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 3 in  Word DB451,DW196;0;;;;
pbt-OSZ-U-OSZILLATION_EIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 3 in  Word DB451,DW216;0;;;;
pbt-OSZ-U-OSZILLATION_EIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 3 in  Word DB451,DW236;0;;;;
pbt-OSZ-U-OZILLIEREINRICHTUNG_OK_STRANG_1;;Binary Tag;1;;Common_PLC-1;OSZ; 6 in  Word DB451,DW176;0;;;;
pbt-OSZ-U-OZILLIEREINRICHTUNG_OK_STRANG_2;;Binary Tag;1;;Common_PLC-1;OSZ; 6 in  Word DB451,DW196;0;;;;
pbt-OSZ-U-OZILLIEREINRICHTUNG_OK_STRANG_3;;Binary Tag;1;;Common_PLC-1;OSZ; 6 in  Word DB451,DW216;0;;;;
pbt-OSZ-U-OZILLIEREINRICHTUNG_OK_STRANG_4;;Binary Tag;1;;Common_PLC-1;OSZ; 6 in  Word DB451,DW236;0;;;;
pbt-PCC-A-ABSPERRKLAPPE_TANKAUSLAUF_NICHT_OFTEN;;Binary Tag;1;;Common_PLC-1;PCC; 7 in  Word DB451,DW22;0;;;;
pbt-PCC-A-ABSPERRKLAPPE_ZUNDERKANAL_NICHT_OFTEN;;Binary Tag;1;;Common_PLC-1;PCC; 0 in  Word DB450,DW22;0;;;;
pbt-PCC-A-AUSGLEICHSTANK_FUELLVENTIL_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCC;4 in  Word DB450,DW21;0;;;;
pbt-PCC-A-KOKILLENEINLAUFDRUCK_MIN;;Binary Tag;1;;Common_PLC-1;PCC; 6 in  Word DB451,DW22;0;;;;
pbt-PCC-A-NOTKUEHLTANK_FUELLVENTIL_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCC;3 in  Word DB450,DW21;0;;;;
pbt-PCC-A-NOTKUEHLUNG_IST_EIN;;Binary Tag;1;;Common_PLC-1;PCC;7 in  Word DB450,DW21;0;;;;
pbt-PCC-A-NOTKUEHLVENTIL_1_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCC;5 in  Word DB450,DW21;0;;;;
pbt-PCC-A-NOTKUEHLVENTIL_2_(ZUNDERKANAL_STOERUNG;;Binary Tag;1;;Common_PLC-1;PCC;6 in  Word DB450,DW21;0;;;;
pbt-PCC-D-AUSGLEICHSTANK_FUELLVENTIL_AUF;;Binary Tag;1;;Common_PLC-1;PCC; 0 in  Word DB459,DW12;0;;;;
pbt-PCC-D-AUSGLEICHSTANK_FUELLVENTIL_AUTO;;Binary Tag;1;;Common_PLC-1;PCC; 4 in  Word DB459,DW12;0;;;;
pbt-PCC-D-AUSGLEICHSTANK_FUELLVENTIL_HAND;;Binary Tag;1;;Common_PLC-1;PCC; 5 in  Word DB459,DW12;0;;;;
pbt-PCC-D-AUSGLEICHSTANK_FUELLVENTIL_ZU;;Binary Tag;1;;Common_PLC-1;PCC; 1 in  Word DB459,DW12;0;;;;
pbt-PCC-D-NOTKUEHLTANK_FUELLVENTIL_AUF;;Binary Tag;1;;Common_PLC-1;PCC;4 in  Word DB458,DW11;0;;;;
pbt-PCC-D-NOTKUEHLTANK_FUELLVENTIL_AUTO;;Binary Tag;1;;Common_PLC-1;PCC; 2 in  Word DB459,DW12;0;;;;
pbt-PCC-D-NOTKUEHLTANK_FUELLVENTIL_HAND;;Binary Tag;1;;Common_PLC-1;PCC; 3 in  Word DB459,DW12;0;;;;
pbt-PCC-D-NOTKUEHLTANK_FUELLVENTIL_ZU;;Binary Tag;1;;Common_PLC-1;PCC;5 in  Word DB458,DW11;0;;;;
